whiskey_name,brand,type,age,abv,region,cask_type,bottling_type,retail_price_usd,is_limited_edition,release_year,average_rating,award_wins,rating_category,category
Glenfiddich 4 Tequila Cask,Glenfiddich,Rye,4,51.8,Canada,Tequila,Single Cask,337.43,False,2001,88.3,1,Medium,Luxury
Buffalo Trace 27 Port Cask,Buffalo Trace,Bourbon,27,53.5,Kentucky,Port,Blended,60.5,False,2018,97.0,2,Excellent,Standard
Buffalo Trace 7 Sherry Cask,Buffalo Trace,Scotch,7,57.9,Highlands,Sherry,Single Cask,92.4,False,2011,87.8,1,Medium,Premium
Glenfiddich NAS Bourbon Cask,Glenfiddich,Japanese,0,56.1,Hokkaido,Bourbon,Cask Strength,27.72,False,1991,87.6,1,Medium,Basic
Glenfiddich NAS Sherry Cask,Glenfiddich,Bourbon,0,49.3,Kentucky,Sherry,Single Cask,248.42,False,1994,85.4,1,Medium,Exclusive
Lagavulin 23 Sherry Cask,Lagavulin,Scotch,23,46.6,Lowlands,Sherry,Single Cask,39.25,False,1994,92.2,0,High,Basic
Buffalo Trace NAS Port Cask,Buffalo Trace,Bourbon,0,51.9,Kentucky,Port,Blended,393.19,False,2008,87.6,2,Medium,Luxury
Jack Daniel's NAS Wine Cask,Jack Daniel's,Japanese,0,58.3,Honshu,Wine,Cask Strength,140.94,True,2005,86.2,0,Medium,Exclusive
Lagavulin 27 Sherry Cask,Lagavulin,Irish,27,52.8,Dublin,Sherry,Cask Strength,55.56,False,1994,92.5,0,High,Standard
Lagavulin 14 Sherry Cask,Lagavulin,Scotch,14,48.2,Speyside,Sherry,Blended,198.54,False,2017,87.9,0,Medium,Exclusive
Jameson 16 Bourbon Cask,Jameson,Irish,16,45.3,Cork,Bourbon,Single Malt,42.56,False,2013,89.5,0,Medium,Basic
Jameson 26 Port Cask,Jameson,Scotch,26,41.3,Lowlands,Port,Single Cask,459.14,False,1993,92.5,2,High,Luxury
Macallan 5 Sherry Cask,Macallan,Japanese,5,43.5,Hokkaido,Sherry,Cask Strength,71.31,False,2012,90.1,2,High,Standard
Glenfiddich 13 Bourbon Cask,Glenfiddich,Rye,13,43.2,USA,Bourbon,Cask Strength,213.44,False,1995,91.2,1,High,Exclusive
Highland Park 14 Tequila Cask,Highland Park,Bourbon,14,57.1,Kentucky,Tequila,Single Cask,207.79,False,2024,92.7,0,High,Exclusive
Lagavulin 23 Rum Cask,Lagavulin,Irish,23,57.5,Cork,Rum,Single Cask,194.46,False,2008,94.8,1,High,Exclusive
Lagavulin 30 Rum Cask,Lagavulin,Bourbon,30,47.2,Kentucky,Rum,Single Cask,204.82,False,1999,93.8,1,High,Exclusive
Balvenie 23 Bourbon Cask,Balvenie,Bourbon,23,54.9,Kentucky,Bourbon,Single Cask,210.64,True,1997,94.6,2,High,Exclusive
Macallan 26 Sherry Cask,Macallan,Scotch,26,48.6,Lowlands,Sherry,Single Cask,402.6,False,2022,93.7,1,High,Luxury
Jack Daniel's NAS Wine Cask,Jack Daniel's,Irish,0,48.0,Dublin,Wine,Blended,370.76,False,1997,84.6,1,Low,Luxury
Jameson 5 Wine Cask,Jameson,Irish,5,53.4,Dublin,Wine,Single Malt,321.57,False,2024,86.1,1,Medium,Luxury
Buffalo Trace 4 Tequila Cask,Buffalo Trace,Japanese,4,47.6,Hokkaido,Tequila,Single Cask,565.94,True,2018,87.0,0,Medium,Luxury
Macallan 13 Port Cask,Macallan,Bourbon,13,49.1,Tennessee,Port,Blended,70.33,False,2016,91.3,1,High,Standard
Balvenie 27 Port Cask,Balvenie,Bourbon,27,58.3,Tennessee,Port,Single Cask,395.44,False,2003,93.5,0,High,Luxury
Lagavulin 8 Port Cask,Lagavulin,Rye,8,40.0,USA,Port,Blended,167.11,False,1993,87.7,1,Medium,Exclusive
Jack Daniel's 17 Sherry Cask,Jack Daniel's,Scotch,17,48.8,Islay,Sherry,Cask Strength,164.47,False,2016,92.4,1,High,Exclusive
Lagavulin 29 Sherry Cask,Lagavulin,Scotch,29,45.5,Speyside,Sherry,Blended,149.81,False,2007,94.9,0,High,Exclusive
Macallan 12 Tequila Cask,Macallan,Rye,12,59.8,Canada,Tequila,Single Malt,366.85,False,2011,86.6,0,Medium,Luxury
Macallan 8 Sherry Cask,Macallan,Scotch,8,46.1,Lowlands,Sherry,Single Malt,156.87,False,2012,86.6,1,Medium,Exclusive
Buffalo Trace 29 Rum Cask,Buffalo Trace,Scotch,29,57.0,Speyside,Rum,Single Malt,442.43,True,2016,101.2,4,Excellent,Luxury
Highland Park 7 Port Cask,Highland Park,Bourbon,7,55.8,Tennessee,Port,Single Malt,168.4,True,2017,86.2,1,Medium,Exclusive
Glenfiddich 24 Bourbon Cask,Glenfiddich,Japanese,24,53.5,Hokkaido,Bourbon,Blended,332.62,False,2002,91.9,0,High,Luxury
Jack Daniel's 21 Wine Cask,Jack Daniel's,Japanese,21,53.3,Hokkaido,Wine,Single Malt,425.1,False,2000,96.9,2,Excellent,Luxury
Jack Daniel's 11 Rum Cask,Jack Daniel's,Japanese,11,42.8,Honshu,Rum,Cask Strength,342.96,True,2005,89.3,1,Medium,Luxury
Jameson NAS Sherry Cask,Jameson,Irish,0,49.7,Cork,Sherry,Cask Strength,421.23,False,2003,85.6,0,Medium,Luxury
Glenfiddich 9 Rum Cask,Glenfiddich,Japanese,9,42.8,Hokkaido,Rum,Single Cask,147.17,False,2009,90.8,4,High,Exclusive
Balvenie 25 Tequila Cask,Balvenie,Japanese,25,53.0,Honshu,Tequila,Cask Strength,111.82,False,2011,90.6,0,High,Premium
Jack Daniel's 17 Rum Cask,Jack Daniel's,Scotch,17,43.0,Speyside,Rum,Blended,327.21,False,2021,91.3,2,High,Luxury
Ardbeg 17 Wine Cask,Ardbeg,Bourbon,17,57.2,Tennessee,Wine,Single Cask,285.89,False,2003,93.5,2,High,Luxury
Yamazaki 7 Bourbon Cask,Yamazaki,Scotch,7,51.1,Lowlands,Bourbon,Cask Strength,519.13,False,2009,88.4,0,Medium,Luxury
Jack Daniel's 27 Sherry Cask,Jack Daniel's,Rye,27,60.0,USA,Sherry,Single Malt,48.98,False,1992,96.3,1,Excellent,Basic
Glenfiddich 24 Sherry Cask,Glenfiddich,Scotch,24,47.5,Speyside,Sherry,Single Malt,376.9,False,2024,96.0,2,Excellent,Luxury
Jack Daniel's 22 Rum Cask,Jack Daniel's,Scotch,22,50.7,Speyside,Rum,Single Malt,200.81,False,2014,93.2,3,High,Exclusive
Lagavulin 16 Tequila Cask,Lagavulin,Japanese,16,58.8,Hokkaido,Tequila,Blended,316.55,False,2013,92.9,1,High,Luxury
Lagavulin 12 Rum Cask,Lagavulin,Japanese,12,54.7,Honshu,Rum,Cask Strength,247.12,False,2004,90.4,1,High,Exclusive
Highland Park 28 Rum Cask,Highland Park,Scotch,28,56.7,Lowlands,Rum,Single Cask,156.54,False,1995,94.0,1,High,Exclusive
Highland Park 25 Port Cask,Highland Park,Scotch,25,56.4,Speyside,Port,Single Malt,358.93,False,2009,95.2,0,Excellent,Luxury
Lagavulin 10 Rum Cask,Lagavulin,Irish,10,55.6,Cork,Rum,Single Cask,203.59,False,2022,89.1,2,Medium,Exclusive
Balvenie 3 Wine Cask,Balvenie,Irish,3,52.9,Cork,Wine,Single Cask,286.52,False,2002,84.9,1,Low,Luxury
Macallan 20 Tequila Cask,Macallan,Scotch,20,55.2,Islay,Tequila,Single Malt,387.49,False,2012,92.9,2,High,Luxury
Yamazaki 22 Wine Cask,Yamazaki,Scotch,22,43.1,Lowlands,Wine,Cask Strength,421.23,False,2019,93.5,0,High,Luxury
Macallan 26 Wine Cask,Macallan,Scotch,26,49.6,Highlands,Wine,Blended,372.77,False,2010,92.3,1,High,Luxury
Jack Daniel's 3 Tequila Cask,Jack Daniel's,Bourbon,3,46.6,Tennessee,Tequila,Cask Strength,295.27,False,2007,89.6,3,Medium,Luxury
Highland Park 19 Wine Cask,Highland Park,Bourbon,19,51.8,Kentucky,Wine,Cask Strength,243.58,False,2014,93.3,1,High,Exclusive
Glenfiddich 16 Port Cask,Glenfiddich,Bourbon,16,50.5,Kentucky,Port,Single Cask,110.53,False,2014,90.4,0,High,Premium
Buffalo Trace 14 Tequila Cask,Buffalo Trace,Rye,14,43.4,Canada,Tequila,Single Malt,467.79,False,2022,92.5,3,High,Luxury
Balvenie 23 Wine Cask,Balvenie,Japanese,23,48.9,Honshu,Wine,Blended,255.51,True,2023,93.5,1,High,Exclusive
Jameson 6 Port Cask,Jameson,Japanese,6,54.3,Honshu,Port,Single Malt,210.51,True,1995,89.3,1,Medium,Exclusive
Ardbeg 19 Bourbon Cask,Ardbeg,Irish,19,44.8,Dublin,Bourbon,Blended,93.17,True,1991,88.9,1,Medium,Premium
Macallan 23 Sherry Cask,Macallan,Rye,23,58.2,Canada,Sherry,Single Cask,387.53,False,1991,92.2,1,High,Luxury
Macallan 22 Bourbon Cask,Macallan,Scotch,22,43.2,Islay,Bourbon,Cask Strength,418.26,False,2011,95.1,3,Excellent,Luxury
Lagavulin 26 Rum Cask,Lagavulin,Scotch,26,57.6,Speyside,Rum,Single Malt,76.29,False,2021,96.2,3,Excellent,Standard
Highland Park 16 Sherry Cask,Highland Park,Bourbon,16,53.2,Tennessee,Sherry,Single Cask,64.5,False,1991,88.3,0,Medium,Standard
Lagavulin 7 Bourbon Cask,Lagavulin,Irish,7,51.8,Cork,Bourbon,Single Cask,196.56,False,2007,87.0,0,Medium,Exclusive
Buffalo Trace 16 Tequila Cask,Buffalo Trace,Scotch,16,43.4,Lowlands,Tequila,Single Malt,47.02,False,2014,93.6,2,High,Basic
Balvenie 14 Bourbon Cask,Balvenie,Japanese,14,42.8,Honshu,Bourbon,Cask Strength,364.01,False,2003,90.9,1,High,Luxury
Yamazaki 27 Sherry Cask,Yamazaki,Rye,27,50.4,USA,Sherry,Single Cask,24.81,False,2023,93.4,0,High,Luxury
Buffalo Trace 26 Bourbon Cask,Buffalo Trace,Scotch,26,42.6,Highlands,Bourbon,Blended,365.31,True,2000,95.2,2,Excellent,Luxury
Lagavulin 50 Tequila Cask,Lagavulin,Scotch,50,42.8,Unknown,Tequila,Blended,227.12,True,2015,100.8,0,Excellent,Exclusive
Yamazaki NAS Rum Cask,Yamazaki,Bourbon,0,58.5,Kentucky,Rum,Single Cask,57.1,False,2004,87.7,1,Medium,Standard
Jack Daniel's 26 Port Cask,Jack Daniel's,Scotch,26,41.5,Lowlands,Port,Blended,302.75,False,1996,93.8,0,High,Luxury
Macallan 13 Tequila Cask,Macallan,Rye,13,55.2,Canada,Tequila,Single Cask,367.11,False,1995,91.4,2,High,Luxury
Balvenie 5 Wine Cask,Balvenie,Irish,5,51.0,Cork,Wine,Blended,175.58,True,2013,90.1,1,High,Exclusive
Balvenie 18 Bourbon Cask,Balvenie,Bourbon,18,48.7,Kentucky,Bourbon,Single Malt,107.65,False,2021,92.4,0,High,Premium
Lagavulin 5 Wine Cask,Lagavulin,Japanese,5,46.0,Honshu,Wine,Single Cask,435.71,False,2000,88.0,1,Medium,Luxury
Buffalo Trace 3 Wine Cask,Buffalo Trace,Scotch,3,54.1,Speyside,Wine,Single Malt,263.05,False,2023,87.2,0,Medium,Exclusive
Glenfiddich 3 Wine Cask,Glenfiddich,Irish,3,43.4,Dublin,Wine,Blended,433.0,False,2008,83.8,1,Low,Luxury
Lagavulin 19 Tequila Cask,Lagavulin,Scotch,19,53.6,Speyside,Tequila,Single Malt,59.25,False,1995,93.6,1,High,Standard
Macallan NAS Wine Cask,Macallan,Irish,0,56.0,Cork,Wine,Cask Strength,413.02,False,2014,89.9,1,Medium,Luxury
Balvenie 24 Wine Cask,Balvenie,Irish,24,48.7,Dublin,Wine,Single Cask,293.62,False,2003,97.0,3,Excellent,Luxury
Glenfiddich 14 Bourbon Cask,Glenfiddich,Scotch,14,54.3,Speyside,Bourbon,Cask Strength,387.7,True,1994,92.0,2,High,Luxury
Macallan NAS Rum Cask,Macallan,Japanese,0,55.2,Hokkaido,Rum,Single Cask,309.94,False,2008,86.2,1,Medium,Luxury
Ardbeg 9 Sherry Cask,Ardbeg,Japanese,9,53.5,Hokkaido,Sherry,Single Malt,40.34,False,2021,87.7,0,Medium,Basic
Yamazaki 7 Wine Cask,Yamazaki,Irish,7,59.4,Cork,Wine,Single Malt,338.9,False,2005,87.2,1,Medium,Luxury
Yamazaki 26 Sherry Cask,Yamazaki,Japanese,26,40.3,Hokkaido,Sherry,Single Cask,235.42,False,1995,96.7,2,Excellent,Exclusive
Glenfiddich 25 Sherry Cask,Glenfiddich,Japanese,25,43.4,Hokkaido,Sherry,Single Cask,88.7,False,2015,93.4,1,High,Luxury
Buffalo Trace 10 Wine Cask,Buffalo Trace,Rye,10,56.7,USA,Wine,Single Malt,36.46,False,1999,88.6,1,Medium,Basic
Ardbeg 26 Sherry Cask,Ardbeg,Scotch,26,56.0,Lowlands,Sherry,Single Malt,107.1,True,2015,93.1,1,High,Premium
Ardbeg 18 Rum Cask,Ardbeg,Scotch,18,45.6,Highlands,Rum,Blended,298.3,False,2016,92.8,2,High,Luxury
Jameson NAS Sherry Cask,Jameson,Bourbon,0,52.5,Tennessee,Sherry,Single Malt,357.05,False,1997,91.6,5,High,Luxury
Jack Daniel's 24 Sherry Cask,Jack Daniel's,Irish,24,52.3,Dublin,Sherry,Single Malt,336.31,True,1995,93.7,1,High,Luxury
Jack Daniel's 11 Rum Cask,Jack Daniel's,Japanese,11,45.2,Honshu,Rum,Cask Strength,40.06,False,2011,92.6,3,High,Basic
Buffalo Trace NAS Wine Cask,Buffalo Trace,Rye,0,53.4,Canada,Wine,Single Malt,482.6,False,2012,88.3,4,Medium,Luxury
Yamazaki 22 Sherry Cask,Yamazaki,Japanese,22,51.9,Honshu,Sherry,Single Malt,329.26,False,2013,95.4,3,Excellent,Luxury
Highland Park 10 Port Cask,Highland Park,Irish,10,49.7,Dublin,Port,Single Cask,252.49,False,2010,91.7,2,High,Exclusive
Buffalo Trace 9 Tequila Cask,Buffalo Trace,Rye,9,59.7,USA,Tequila,Single Malt,54.7,False,2009,90.4,2,High,Standard
Jameson 14 Tequila Cask,Jameson,Scotch,14,46.2,Islay,Tequila,Cask Strength,258.92,False,2010,90.2,0,High,Exclusive
Balvenie 21 Tequila Cask,Balvenie,Bourbon,21,50.1,Tennessee,Tequila,Cask Strength,190.31,False,2000,97.5,3,Excellent,Exclusive
Macallan 24 Wine Cask,Macallan,Scotch,24,48.7,Lowlands,Wine,Blended,394.53,False,1999,97.3,3,Excellent,Luxury
Ardbeg 18 Wine Cask,Ardbeg,Japanese,18,40.6,Honshu,Wine,Single Cask,391.9,False,2010,96.2,2,Excellent,Luxury
Glenfiddich NAS Tequila Cask,Glenfiddich,Irish,0,59.6,Dublin,Tequila,Single Malt,273.72,True,2022,85.5,0,Medium,Exclusive
Jack Daniel's 18 Port Cask,Jack Daniel's,Rye,18,54.7,USA,Port,Single Cask,383.47,False,2022,91.4,1,High,Luxury
Ardbeg 12 Sherry Cask,Ardbeg,Irish,12,55.6,Dublin,Sherry,Single Malt,440.2,False,2002,91.1,3,High,Luxury
Jack Daniel's 14 Tequila Cask,Jack Daniel's,Japanese,14,48.4,Honshu,Tequila,Blended,513.96,False,2003,88.3,0,Medium,Luxury
Highland Park 20 Rum Cask,Highland Park,Rye,20,55.9,USA,Rum,Single Malt,466.43,False,2016,89.2,0,Medium,Luxury
Macallan 14 Rum Cask,Macallan,Irish,14,49.7,Dublin,Rum,Single Malt,496.6,False,2015,89.7,1,Medium,Luxury
Jameson 18 Rum Cask,Jameson,Scotch,18,46.7,Speyside,Rum,Blended,406.07,False,2020,93.3,2,High,Luxury
Jack Daniel's 20 Sherry Cask,Jack Daniel's,Rye,20,52.5,USA,Sherry,Single Malt,406.8,False,1997,92.0,2,High,Luxury
Macallan 16 Sherry Cask,Macallan,Irish,16,51.9,Dublin,Sherry,Cask Strength,374.68,False,1996,93.3,3,High,Luxury
Lagavulin 16 Tequila Cask,Lagavulin,Japanese,16,40.3,Honshu,Tequila,Blended,407.59,True,2025,93.9,1,High,Luxury
Highland Park 4 Tequila Cask,Highland Park,Irish,4,57.6,Dublin,Tequila,Blended,454.07,False,2013,85.0,0,Medium,Luxury
Macallan 14 Wine Cask,Macallan,Scotch,14,52.5,Highlands,Wine,Blended,483.79,False,2019,92.2,2,High,Luxury
Macallan 20 Tequila Cask,Macallan,Scotch,20,54.4,Lowlands,Tequila,Cask Strength,306.41,False,2013,94.0,1,High,Luxury
Jameson NAS Port Cask,Jameson,Rye,0,52.2,USA,Port,Cask Strength,361.82,False,2019,86.9,1,Medium,Luxury
Glenfiddich 18 Sherry Cask,Glenfiddich,Irish,18,56.3,Dublin,Sherry,Single Malt,145.67,False,2010,89.8,0,Medium,Exclusive
Lagavulin 23 Rum Cask,Lagavulin,Irish,23,45.8,Cork,Rum,Single Malt,535.08,False,2000,91.2,1,High,Luxury
Jack Daniel's 23 Bourbon Cask,Jack Daniel's,Scotch,23,43.1,Highlands,Bourbon,Cask Strength,48.6,True,2003,95.0,3,Excellent,Basic
Yamazaki 6 Rum Cask,Yamazaki,Irish,6,56.0,Cork,Rum,Blended,434.12,False,2007,88.0,0,Medium,Luxury
Glenfiddich NAS Sherry Cask,Glenfiddich,Rye,0,58.4,Canada,Sherry,Cask Strength,193.97,False,2025,82.9,0,Low,Exclusive
Lagavulin 25 Bourbon Cask,Lagavulin,Bourbon,25,55.9,Kentucky,Bourbon,Cask Strength,298.27,False,1991,93.3,0,High,Luxury
Jameson NAS Rum Cask,Jameson,Scotch,0,47.3,Speyside,Rum,Single Malt,139.19,False,2009,84.1,0,Low,Exclusive
Jameson 15 Sherry Cask,Jameson,Irish,15,40.3,Dublin,Sherry,Cask Strength,88.55,False,2020,92.7,2,High,Luxury
Jack Daniel's NAS Bourbon Cask,Jack Daniel's,Scotch,0,42.0,Highlands,Bourbon,Cask Strength,423.06,False,1994,88.7,3,Medium,Luxury
Lagavulin 13 Sherry Cask,Lagavulin,Rye,13,53.7,USA,Sherry,Cask Strength,412.87,False,2009,90.5,2,High,Luxury
Lagavulin 14 Rum Cask,Lagavulin,Rye,14,47.4,USA,Rum,Single Cask,159.6,False,1999,89.3,2,Medium,Exclusive
Macallan 10 Wine Cask,Macallan,Irish,10,50.4,Cork,Wine,Single Cask,416.88,False,2010,92.2,2,High,Luxury
Highland Park 29 Rum Cask,Highland Park,Japanese,29,54.5,Honshu,Rum,Blended,145.85,False,1995,95.0,0,Excellent,Exclusive
Yamazaki 23 Tequila Cask,Yamazaki,Scotch,23,55.5,Speyside,Tequila,Single Cask,482.67,False,2021,91.3,0,High,Luxury
Jack Daniel's 14 Port Cask,Jack Daniel's,Japanese,14,41.0,Hokkaido,Port,Single Cask,64.34,False,2008,89.3,0,Medium,Standard
Lagavulin NAS Wine Cask,Lagavulin,Irish,0,48.8,Dublin,Wine,Cask Strength,94.08,False,2010,86.8,0,Medium,Premium
Balvenie 4 Tequila Cask,Balvenie,Irish,4,56.7,Cork,Tequila,Blended,350.32,False,2021,88.5,3,Medium,Luxury
Jack Daniel's 50 Tequila Cask,Jack Daniel's,Rye,50,43.3,Unknown,Tequila,Cask Strength,57.6,False,2005,100.5,1,Excellent,Standard
Jameson 14 Sherry Cask,Jameson,Japanese,14,56.5,Honshu,Sherry,Single Malt,286.81,False,2009,90.8,2,High,Luxury
Yamazaki 18 Wine Cask,Yamazaki,Bourbon,18,40.3,Kentucky,Wine,Blended,52.46,False,2002,91.2,0,High,Standard
Highland Park 11 Sherry Cask,Highland Park,Bourbon,11,55.3,Kentucky,Sherry,Single Malt,351.27,True,1999,86.7,0,Medium,Luxury
Jameson 3 Port Cask,Jameson,Scotch,3,55.8,Speyside,Port,Single Malt,397.86,True,2019,84.4,0,Low,Luxury
Lagavulin 6 Port Cask,Lagavulin,Scotch,6,49.7,Speyside,Port,Blended,87.77,False,2013,87.3,0,Medium,Standard
Ardbeg 15 Wine Cask,Ardbeg,Irish,15,46.0,Cork,Wine,Cask Strength,551.23,False,2014,92.5,1,High,Luxury
Yamazaki 21 Wine Cask,Yamazaki,Rye,21,55.1,USA,Wine,Cask Strength,226.93,False,1993,94.8,2,High,Exclusive
Balvenie 20 Tequila Cask,Balvenie,Scotch,20,45.1,Islay,Tequila,Blended,262.26,False,1997,90.2,1,High,Exclusive
Yamazaki 14 Wine Cask,Yamazaki,Bourbon,14,56.3,Kentucky,Wine,Single Cask,522.82,False,2011,88.3,0,Medium,Luxury
Yamazaki 20 Tequila Cask,Yamazaki,Bourbon,20,58.7,Tennessee,Tequila,Cask Strength,468.56,False,2003,90.2,1,High,Luxury
Buffalo Trace 15 Wine Cask,Buffalo Trace,Irish,15,47.1,Cork,Wine,Single Malt,289.43,True,2000,92.5,1,High,Luxury
Jameson 15 Port Cask,Jameson,Japanese,15,52.8,Hokkaido,Port,Blended,179.59,False,2017,92.4,3,High,Exclusive
Highland Park 16 Tequila Cask,Highland Park,Bourbon,16,50.6,Kentucky,Tequila,Single Malt,230.37,False,2015,89.0,0,Medium,Exclusive
Yamazaki 5 Port Cask,Yamazaki,Irish,5,42.7,Cork,Port,Cask Strength,369.63,False,1990,88.1,2,Medium,Luxury
Highland Park 10 Sherry Cask,Highland Park,Rye,10,59.9,Canada,Sherry,Single Malt,43.45,False,2025,88.5,1,Medium,Basic
Balvenie 26 Wine Cask,Balvenie,Japanese,26,46.6,Honshu,Wine,Cask Strength,78.21,False,2018,98.1,2,Excellent,Standard
Jameson 13 Rum Cask,Jameson,Bourbon,13,46.1,Tennessee,Rum,Single Malt,354.9,False,2020,91.7,1,High,Luxury
Balvenie 15 Rum Cask,Balvenie,Scotch,15,46.1,Speyside,Rum,Single Malt,447.77,False,2018,88.2,1,Medium,Luxury
Macallan 25 Port Cask,Macallan,Bourbon,25,50.1,Tennessee,Port,Blended,236.81,False,1993,93.3,1,High,Exclusive
Glenfiddich 15 Sherry Cask,Glenfiddich,Japanese,15,51.8,Honshu,Sherry,Cask Strength,348.75,False,2016,90.8,1,High,Luxury
Jameson NAS Wine Cask,Jameson,Bourbon,0,56.2,Tennessee,Wine,Cask Strength,61.7,False,2024,82.5,0,Low,Standard
Macallan 13 Sherry Cask,Macallan,Scotch,13,58.5,Speyside,Sherry,Single Cask,83.08,True,2009,92.9,2,High,Standard
Glenfiddich 11 Wine Cask,Glenfiddich,Japanese,11,51.1,Honshu,Wine,Cask Strength,80.58,False,2019,92.8,2,High,Standard
Lagavulin 5 Bourbon Cask,Lagavulin,Japanese,5,53.3,Hokkaido,Bourbon,Cask Strength,156.41,True,1992,86.2,1,Medium,Exclusive
Buffalo Trace 28 Port Cask,Buffalo Trace,Japanese,28,49.9,Hokkaido,Port,Blended,388.5,False,2002,97.8,2,Excellent,Luxury
Ardbeg 15 Bourbon Cask,Ardbeg,Bourbon,15,43.0,Kentucky,Bourbon,Single Cask,117.56,False,1997,91.0,1,High,Premium
Yamazaki 13 Sherry Cask,Yamazaki,Irish,13,49.7,Cork,Sherry,Single Cask,379.9,False,2021,91.3,1,High,Luxury
Highland Park 30 Rum Cask,Highland Park,Japanese,30,57.6,Honshu,Rum,Single Malt,203.15,False,2018,94.7,1,High,Exclusive
Lagavulin 14 Rum Cask,Lagavulin,Japanese,14,42.7,Honshu,Rum,Blended,440.15,False,2005,87.5,0,Medium,Luxury
Yamazaki 9 Bourbon Cask,Yamazaki,Bourbon,9,41.5,Tennessee,Bourbon,Blended,187.93,False,1990,88.1,0,Medium,Exclusive
Ardbeg 10 Sherry Cask,Ardbeg,Scotch,10,45.7,Islay,Sherry,Cask Strength,140.5,False,1991,93.4,3,High,Exclusive
Yamazaki 18 Bourbon Cask,Yamazaki,Rye,18,52.1,Canada,Bourbon,Single Malt,180.55,False,2014,89.1,0,Medium,Exclusive
Jameson 19 Wine Cask,Jameson,Bourbon,19,49.6,Tennessee,Wine,Blended,425.84,False,2023,95.1,2,Excellent,Luxury
Glenfiddich 8 Tequila Cask,Glenfiddich,Bourbon,8,54.9,Tennessee,Tequila,Blended,266.28,False,2004,93.3,3,High,Exclusive
Ardbeg 15 Rum Cask,Ardbeg,Scotch,15,58.7,Lowlands,Rum,Blended,141.43,False,2019,95.7,4,Excellent,Exclusive
Macallan 18 Sherry Cask,Macallan,Rye,18,55.1,USA,Sherry,Blended,125.6,False,2018,94.8,4,High,Premium
Lagavulin 11 Bourbon Cask,Lagavulin,Japanese,11,52.5,Honshu,Bourbon,Single Malt,239.94,False,2011,91.5,2,High,Exclusive
Ardbeg 3 Port Cask,Ardbeg,Japanese,3,59.5,Honshu,Port,Single Malt,455.87,False,1993,88.5,1,Medium,Luxury
Lagavulin 18 Port Cask,Lagavulin,Rye,18,51.0,USA,Port,Single Malt,65.48,False,2018,93.3,2,High,Standard
Highland Park 26 Sherry Cask,Highland Park,Bourbon,26,53.6,Tennessee,Sherry,Single Malt,194.53,False,2022,97.1,2,Excellent,Exclusive
Lagavulin 21 Wine Cask,Lagavulin,Bourbon,21,45.9,Kentucky,Wine,Single Cask,384.93,False,1998,92.7,2,High,Luxury
Yamazaki 4 Bourbon Cask,Yamazaki,Scotch,4,45.1,Lowlands,Bourbon,Single Malt,380.62,False,2006,87.9,1,Medium,Luxury
Jack Daniel's 21 Bourbon Cask,Jack Daniel's,Bourbon,21,54.1,Kentucky,Bourbon,Single Malt,366.93,False,2021,92.8,1,High,Luxury
Ardbeg 6 Wine Cask,Ardbeg,Irish,6,45.5,Dublin,Wine,Cask Strength,635.15,False,2024,89.5,2,Medium,Luxury
Macallan 18 Port Cask,Macallan,Japanese,18,54.3,Hokkaido,Port,Blended,86.84,False,1992,94.7,2,High,Standard
Jack Daniel's 25 Sherry Cask,Jack Daniel's,Japanese,25,50.9,Honshu,Sherry,Blended,77.27,False,1998,96.1,0,Excellent,Standard
Buffalo Trace 12 Bourbon Cask,Buffalo Trace,Japanese,12,55.9,Honshu,Bourbon,Cask Strength,302.79,False,2007,91.4,2,High,Luxury
Balvenie 14 Port Cask,Balvenie,Japanese,14,43.5,Honshu,Port,Single Cask,432.23,True,2000,90.9,1,High,Luxury
Buffalo Trace 26 Port Cask,Buffalo Trace,Scotch,26,49.2,Islay,Port,Single Cask,229.9,False,1994,97.0,2,Excellent,Exclusive
Jameson NAS Wine Cask,Jameson,Japanese,0,58.3,Hokkaido,Wine,Single Malt,311.36,True,1990,84.5,0,Low,Luxury
Highland Park 22 Rum Cask,Highland Park,Japanese,22,46.2,Honshu,Rum,Cask Strength,406.34,True,2010,91.9,0,High,Luxury
Glenfiddich 11 Tequila Cask,Glenfiddich,Japanese,11,51.5,Honshu,Tequila,Blended,265.14,False,2019,89.8,1,Medium,Exclusive
Highland Park NAS Bourbon Cask,Highland Park,Japanese,0,48.4,Hokkaido,Bourbon,Single Cask,389.34,False,1996,87.3,0,Medium,Luxury
Balvenie 8 Port Cask,Balvenie,Scotch,8,55.6,Highlands,Port,Cask Strength,80.05,False,1999,88.8,1,Medium,Standard
Balvenie 25 Tequila Cask,Balvenie,Japanese,25,49.5,Hokkaido,Tequila,Blended,51.42,False,2018,96.5,1,Excellent,Standard
Ardbeg 9 Port Cask,Ardbeg,Irish,9,57.5,Dublin,Port,Single Malt,188.31,False,1998,93.0,4,High,Exclusive
Buffalo Trace 6 Wine Cask,Buffalo Trace,Scotch,6,48.4,Speyside,Wine,Blended,95.19,False,1992,90.5,2,High,Premium
Yamazaki 25 Sherry Cask,Yamazaki,Scotch,25,40.2,Islay,Sherry,Cask Strength,36.8,True,2002,94.4,3,High,Basic
Jack Daniel's 13 Wine Cask,Jack Daniel's,Scotch,13,40.1,Speyside,Wine,Single Cask,318.82,False,2011,90.1,0,High,Luxury
